timestamp,city,temperature,description
2026-04-15T20:58:59.173Z,Ararangua,24.95,broken clouds
2026-04-15T22:49:39.433Z,Ararangua,24.67,overcast clouds
2026-04-16T03:30:36.013Z,Ararangua,24.32,overcast clouds
2026-04-16T06:06:46.233Z,Ararangua,23.91,overcast clouds
2026-04-16T09:26:04.589Z,Ararangua,23.42,overcast clouds
2026-04-16T11:10:26.380Z,Ararangua,24.28,overcast clouds
2026-04-16T14:02:53.261Z,Ararangua,28.15,scattered clouds
2026-04-16T17:22:21.186Z,Ararangua,29.43,broken clouds
2026-04-16T19:24:43.937Z,Ararangua,29.37,clear sky
2026-04-16T20:56:25.057Z,Ararangua,28.24,clear sky
2026-04-16T22:51:00.018Z,Ararangua,26.53,clear sky
2026-04-17T03:25:42.600Z,Ararangua,25.01,few clouds
2026-04-17T06:07:46.873Z,Ararangua,24.34,scattered clouds
2026-04-17T09:24:59.591Z,Ararangua,23.86,overcast clouds
2026-04-17T11:03:36.383Z,Ararangua,24.69,broken clouds
2026-04-17T13:45:12.748Z,Ararangua,28.05,clear sky
2026-04-17T15:01:17.009Z,Ararangua,28.74,few clouds
2026-04-17T16:59:31.932Z,Ararangua,29.93,scattered clouds
2026-04-17T19:11:09.412Z,Ararangua,28.59,scattered clouds
2026-04-17T20:54:32.420Z,Ararangua,26.44,few clouds
2026-04-17T22:50:28.170Z,Ararangua,25.03,scattered clouds
2026-04-18T02:56:40.719Z,Ararangua,23.82,scattered clouds
2026-04-18T05:44:15.655Z,Ararangua,22.87,scattered clouds
2026-04-18T07:18:30.767Z,Ararangua,22.67,clear sky
2026-04-18T08:58:54.343Z,Ararangua,21.73,scattered clouds
2026-04-18T10:49:32.890Z,Ararangua,22.71,scattered clouds
2026-04-18T13:15:51.331Z,Ararangua,26.07,clear sky
2026-04-18T14:48:34.491Z,Ararangua,28.45,clear sky
2026-04-18T16:51:27.452Z,Ararangua,29.94,clear sky
2026-04-18T19:00:28.331Z,Ararangua,28.49,clear sky
2026-04-18T20:44:58.661Z,Ararangua,25.93,clear sky
2026-04-18T22:41:42.084Z,Ararangua,24.01,clear sky
2026-04-19T03:32:43.550Z,Ararangua,21.83,clear sky
2026-04-19T06:02:40.709Z,Ararangua,20.85,clear sky
2026-04-19T09:00:51.773Z,Ararangua,20.18,clear sky
2026-04-19T10:49:04.559Z,Ararangua,21.81,clear sky
2026-04-19T13:15:56.758Z,Ararangua,25.91,clear sky
2026-04-19T14:48:40.169Z,Ararangua,27.76,clear sky
2026-04-19T16:51:20.994Z,Ararangua,28.74,clear sky
2026-04-19T19:00:42.149Z,Ararangua,27.95,clear sky
2026-04-19T20:46:31.642Z,Ararangua,22.56,clear sky
2026-04-19T22:42:45.318Z,Ararangua,23.65,clear sky
2026-04-20T03:34:47.482Z,Ararangua,22,clear sky
2026-04-20T06:21:37.607Z,Ararangua,21.24,clear sky
2026-04-20T10:04:31.322Z,Ararangua,18.01,broken clouds
2026-04-20T13:58:34.910Z,Ararangua,26.54,clear sky
2026-04-20T15:24:13.235Z,Ararangua,28.18,clear sky
2026-04-20T17:13:06.936Z,Ararangua,29.49,clear sky
2026-04-20T19:16:47.313Z,Ararangua,29.31,clear sky
2026-04-20T20:56:25.015Z,Ararangua,26.4,broken clouds
2026-04-20T22:52:48.593Z,Ararangua,24.47,broken clouds
2026-04-21T03:26:47.891Z,Ararangua,22.94,broken clouds
2026-04-21T06:07:19.776Z,Ararangua,21.7,overcast clouds
2026-04-21T09:45:34.435Z,Ararangua,18.02,overcast clouds
2026-04-21T11:14:40.484Z,Ararangua,20.09,overcast clouds
2026-04-21T13:58:15.919Z,Ararangua,25.36,overcast clouds
2026-04-21T15:21:51.741Z,Ararangua,26.6,overcast clouds
2026-04-21T17:11:10.720Z,Ararangua,26.47,broken clouds
2026-04-21T19:21:29.528Z,Ararangua,27.38,overcast clouds
2026-04-21T20:59:39.704Z,Ararangua,26.73,overcast clouds
2026-04-21T22:44:56.803Z,Ararangua,26.34,broken clouds
2026-04-22T03:25:09.054Z,Ararangua,24.56,scattered clouds
2026-04-22T06:04:34.517Z,Ararangua,23.02,scattered clouds
2026-04-22T09:27:14.932Z,Ararangua,22.37,scattered clouds
2026-04-22T11:13:10.131Z,Ararangua,22.58,broken clouds
2026-04-22T13:58:34.095Z,Ararangua,27.33,broken clouds
2026-04-22T15:21:54.877Z,Ararangua,28.92,scattered clouds
2026-04-22T17:10:06.184Z,Ararangua,29.93,few clouds
2026-04-22T19:23:25.197Z,Ararangua,29.31,clear sky
2026-04-22T21:02:46.348Z,Ararangua,27.03,clear sky
2026-04-22T22:53:42.538Z,Ararangua,25.3,clear sky
2026-04-23T03:28:35.666Z,Ararangua,24.14,clear sky
2026-04-23T06:10:30.779Z,Ararangua,23.47,scattered clouds
2026-04-23T09:49:55.609Z,Ararangua,21.81,clear sky
2026-04-23T11:14:59.422Z,Ararangua,22.78,clear sky
2026-04-23T14:00:16.712Z,Ararangua,26.1,scattered clouds
2026-04-23T17:26:31.617Z,Ararangua,27.54,broken clouds
2026-04-23T19:21:52.211Z,Ararangua,26.68,overcast clouds
2026-04-23T20:58:43.893Z,Ararangua,24.22,overcast clouds
2026-04-23T22:54:59.123Z,Ararangua,25.17,overcast clouds
2026-04-24T03:30:59.656Z,Ararangua,24.25,overcast clouds
2026-04-24T06:13:29.516Z,Ararangua,24.02,overcast clouds
2026-04-24T09:50:05.550Z,Ararangua,23.27,broken clouds
2026-04-24T11:11:51.189Z,Ararangua,23.22,broken clouds
2026-04-24T13:52:33.528Z,Ararangua,25.38,overcast clouds
2026-04-24T15:13:40.098Z,Ararangua,26.06,overcast clouds
2026-04-24T17:05:31.395Z,Ararangua,27.1,overcast clouds
2026-04-24T19:03:00.430Z,Ararangua,26.95,overcast clouds
2026-04-24T20:56:48.471Z,Ararangua,25.02,overcast clouds
2026-04-24T22:48:11.289Z,Ararangua,24.6,overcast clouds
2026-04-25T03:15:36.021Z,Ararangua,24.44,overcast clouds
2026-04-25T05:51:15.193Z,Ararangua,23.68,overcast clouds
2026-04-25T07:38:06.700Z,Ararangua,23.6,overcast clouds
2026-04-25T09:01:35.094Z,Ararangua,23.41,overcast clouds
2026-04-25T10:51:03.747Z,Ararangua,23.17,overcast clouds
2026-04-25T13:18:52.876Z,Ararangua,24.69,overcast clouds
2026-04-25T14:50:41.429Z,Ararangua,25.11,overcast clouds
2026-04-25T16:52:47.160Z,Ararangua,26.8,overcast clouds
2026-04-25T19:02:47.470Z,Ararangua,27.14,overcast clouds
2026-04-25T20:49:08.698Z,Ararangua,25.98,overcast clouds
2026-04-25T22:45:27.873Z,Ararangua,24.61,overcast clouds
2026-04-26T03:37:39.767Z,Ararangua,23.32,scattered clouds
2026-04-26T06:11:47.097Z,Ararangua,23.08,scattered clouds
2026-04-26T09:08:33.739Z,Ararangua,22.85,light rain
2026-04-26T10:52:36.594Z,Ararangua,22.54,overcast clouds
